item_id,condition,norm_clip_id,source_key,source_name,source_family,benchmark_role,label,release_mode,media_path,source_url
T0::omniweaving_seed0::L1-03_L2-03b_0007__scene_079,T0,L1-03_L2-03b_0007__scene_079,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-03_L2-03b_0007__scene_079.mp4,
T0::omniweaving_seed0::L1-03_L2-03c_0013__scene_034,T0,L1-03_L2-03c_0013__scene_034,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-03_L2-03c_0013__scene_034.mp4,
T0::omniweaving_seed0::L1-03_L2-03d_0001__scene_005,T0,L1-03_L2-03d_0001__scene_005,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-03_L2-03d_0001__scene_005.mp4,
T0::omniweaving_seed0::L1-03_L2-03d_0011__scene_011,T0,L1-03_L2-03d_0011__scene_011,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-03_L2-03d_0011__scene_011.mp4,
T0::omniweaving_seed0::L1-03_L2-03d_0014__scene_086,T0,L1-03_L2-03d_0014__scene_086,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-03_L2-03d_0014__scene_086.mp4,
T0::omniweaving_seed0::L1-04_L2-04a_0005__scene_005,T0,L1-04_L2-04a_0005__scene_005,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04a_0005__scene_005.mp4,
T0::omniweaving_seed0::L1-04_L2-04a_0007__scene_001,T0,L1-04_L2-04a_0007__scene_001,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04a_0007__scene_001.mp4,
T0::omniweaving_seed0::L1-04_L2-04a_0009__scene_002,T0,L1-04_L2-04a_0009__scene_002,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04a_0009__scene_002.mp4,
T0::omniweaving_seed0::L1-04_L2-04a_0009__scene_020,T0,L1-04_L2-04a_0009__scene_020,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04a_0009__scene_020.mp4,
T0::omniweaving_seed0::L1-04_L2-04a_0010__scene_003,T0,L1-04_L2-04a_0010__scene_003,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04a_0010__scene_003.mp4,
T0::omniweaving_seed0::L1-04_L2-04a_0011__scene_001,T0,L1-04_L2-04a_0011__scene_001,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04a_0011__scene_001.mp4,
T0::omniweaving_seed0::L1-04_L2-04a_0011__scene_008,T0,L1-04_L2-04a_0011__scene_008,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04a_0011__scene_008.mp4,
T0::omniweaving_seed0::L1-04_L2-04a_0011__scene_009,T0,L1-04_L2-04a_0011__scene_009,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04a_0011__scene_009.mp4,
T0::omniweaving_seed0::L1-04_L2-04a_0013__scene_002,T0,L1-04_L2-04a_0013__scene_002,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04a_0013__scene_002.mp4,
T0::omniweaving_seed0::L1-04_L2-04b_0016__scene_002,T0,L1-04_L2-04b_0016__scene_002,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04b_0016__scene_002.mp4,
T0::omniweaving_seed0::L1-04_L2-04b_0016__scene_019,T0,L1-04_L2-04b_0016__scene_019,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04b_0016__scene_019.mp4,
T0::omniweaving_seed0::L1-04_L2-04b_0018__scene_013,T0,L1-04_L2-04b_0018__scene_013,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04b_0018__scene_013.mp4,
T0::omniweaving_seed0::L1-04_L2-04b_0024__scene_013,T0,L1-04_L2-04b_0024__scene_013,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04b_0024__scene_013.mp4,
T0::omniweaving_seed0::L1-04_L2-04c_0001__scene_008,T0,L1-04_L2-04c_0001__scene_008,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04c_0001__scene_008.mp4,
T0::omniweaving_seed0::L1-04_L2-04c_0009__scene_002,T0,L1-04_L2-04c_0009__scene_002,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04c_0009__scene_002.mp4,
T0::omniweaving_seed0::L1-04_L2-04c_0011__scene_008,T0,L1-04_L2-04c_0011__scene_008,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04c_0011__scene_008.mp4,
T0::omniweaving_seed0::L1-04_L2-04d_0001__scene_004,T0,L1-04_L2-04d_0001__scene_004,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04d_0001__scene_004.mp4,
T0::omniweaving_seed0::L1-04_L2-04d_0001__scene_005,T0,L1-04_L2-04d_0001__scene_005,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04d_0001__scene_005.mp4,
T0::omniweaving_seed0::L1-04_L2-04d_0010__scene_011,T0,L1-04_L2-04d_0010__scene_011,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04d_0010__scene_011.mp4,
T0::omniweaving_seed0::L1-04_L2-04d_0010__scene_012,T0,L1-04_L2-04d_0010__scene_012,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04d_0010__scene_012.mp4,
T0::omniweaving_seed0::L1-04_L2-04d_0010__scene_016,T0,L1-04_L2-04d_0010__scene_016,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04d_0010__scene_016.mp4,
T0::omniweaving_seed0::L1-04_L2-04d_0011__scene_026,T0,L1-04_L2-04d_0011__scene_026,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04d_0011__scene_026.mp4,
T0::omniweaving_seed0::L1-04_L2-04d_0014__scene_014,T0,L1-04_L2-04d_0014__scene_014,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04d_0014__scene_014.mp4,
T0::omniweaving_seed0::L1-04_L2-04d_0014__scene_053,T0,L1-04_L2-04d_0014__scene_053,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-04_L2-04d_0014__scene_053.mp4,
T0::omniweaving_seed0::L1-05_L2-05a_0013__scene_010,T0,L1-05_L2-05a_0013__scene_010,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-05_L2-05a_0013__scene_010.mp4,
T0::omniweaving_seed0::L1-05_L2-05a_0014__scene_008,T0,L1-05_L2-05a_0014__scene_008,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-05_L2-05a_0014__scene_008.mp4,
T0::omniweaving_seed0::L1-05_L2-05a_0016__scene_016,T0,L1-05_L2-05a_0016__scene_016,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-05_L2-05a_0016__scene_016.mp4,
T0::omniweaving_seed0::L1-05_L2-05a_0016__scene_031,T0,L1-05_L2-05a_0016__scene_031,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-05_L2-05a_0016__scene_031.mp4,
T0::omniweaving_seed0::L1-05_L2-05a_0019__scene_010,T0,L1-05_L2-05a_0019__scene_010,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-05_L2-05a_0019__scene_010.mp4,
T0::omniweaving_seed0::L1-05_L2-05a_0020__scene_013,T0,L1-05_L2-05a_0020__scene_013,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-05_L2-05a_0020__scene_013.mp4,
T0::omniweaving_seed0::L1-05_L2-05b_0011__scene_014,T0,L1-05_L2-05b_0011__scene_014,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-05_L2-05b_0011__scene_014.mp4,
T0::omniweaving_seed0::L1-05_L2-05c_0013__scene_023,T0,L1-05_L2-05c_0013__scene_023,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-05_L2-05c_0013__scene_023.mp4,
T0::omniweaving_seed0::L1-05_L2-05d_0014__scene_008,T0,L1-05_L2-05d_0014__scene_008,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-05_L2-05d_0014__scene_008.mp4,
T0::omniweaving_seed0::L1-05_L2-05d_0014__scene_009,T0,L1-05_L2-05d_0014__scene_009,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-05_L2-05d_0014__scene_009.mp4,
T0::omniweaving_seed0::L1-05_L2-05e_0015__scene_005,T0,L1-05_L2-05e_0015__scene_005,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-05_L2-05e_0015__scene_005.mp4,
T0::omniweaving_seed0::L1-05_L2-05e_0016__scene_012,T0,L1-05_L2-05e_0016__scene_012,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-05_L2-05e_0016__scene_012.mp4,
T0::omniweaving_seed0::L1-05_L2-05e_0026__scene_001,T0,L1-05_L2-05e_0026__scene_001,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-05_L2-05e_0026__scene_001.mp4,
T0::omniweaving_seed0::L1-06_L2-06a_0006__scene_009,T0,L1-06_L2-06a_0006__scene_009,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-06_L2-06a_0006__scene_009.mp4,
T0::omniweaving_seed0::L1-06_L2-06a_0006__scene_010,T0,L1-06_L2-06a_0006__scene_010,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-06_L2-06a_0006__scene_010.mp4,
T0::omniweaving_seed0::L1-06_L2-06a_0008__scene_001,T0,L1-06_L2-06a_0008__scene_001,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-06_L2-06a_0008__scene_001.mp4,
T0::omniweaving_seed0::L1-06_L2-06c_0003__scene_003,T0,L1-06_L2-06c_0003__scene_003,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-06_L2-06c_0003__scene_003.mp4,
T0::omniweaving_seed0::L1-06_L2-06c_0006__scene_007,T0,L1-06_L2-06c_0006__scene_007,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-06_L2-06c_0006__scene_007.mp4,
T0::omniweaving_seed0::L1-06_L2-06c_0008__scene_024,T0,L1-06_L2-06c_0008__scene_024,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-06_L2-06c_0008__scene_024.mp4,
T0::omniweaving_seed0::L1-06_L2-06c_0010__scene_008,T0,L1-06_L2-06c_0010__scene_008,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-06_L2-06c_0010__scene_008.mp4,
T0::omniweaving_seed0::L1-06_L2-06c_0012__scene_001,T0,L1-06_L2-06c_0012__scene_001,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-06_L2-06c_0012__scene_001.mp4,
T0::omniweaving_seed0::L1-06_L2-06d_0007__scene_007,T0,L1-06_L2-06d_0007__scene_007,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-06_L2-06d_0007__scene_007.mp4,
T0::omniweaving_seed0::L1-06_L2-06d_0009__scene_002,T0,L1-06_L2-06d_0009__scene_002,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-06_L2-06d_0009__scene_002.mp4,
T0::omniweaving_seed0::L1-07_L2-07a_0013__scene_022,T0,L1-07_L2-07a_0013__scene_022,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07a_0013__scene_022.mp4,
T0::omniweaving_seed0::L1-07_L2-07b_0001__scene_006,T0,L1-07_L2-07b_0001__scene_006,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07b_0001__scene_006.mp4,
T0::omniweaving_seed0::L1-07_L2-07b_0005__scene_009,T0,L1-07_L2-07b_0005__scene_009,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07b_0005__scene_009.mp4,
T0::omniweaving_seed0::L1-07_L2-07b_0009__scene_010,T0,L1-07_L2-07b_0009__scene_010,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07b_0009__scene_010.mp4,
T0::omniweaving_seed0::L1-07_L2-07b_0009__scene_013,T0,L1-07_L2-07b_0009__scene_013,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07b_0009__scene_013.mp4,
T0::omniweaving_seed0::L1-07_L2-07b_0011__scene_003,T0,L1-07_L2-07b_0011__scene_003,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07b_0011__scene_003.mp4,
T0::omniweaving_seed0::L1-07_L2-07b_0011__scene_016,T0,L1-07_L2-07b_0011__scene_016,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07b_0011__scene_016.mp4,
T0::omniweaving_seed0::L1-07_L2-07b_0014__scene_004,T0,L1-07_L2-07b_0014__scene_004,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07b_0014__scene_004.mp4,
T0::omniweaving_seed0::L1-07_L2-07c_0003__scene_003,T0,L1-07_L2-07c_0003__scene_003,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07c_0003__scene_003.mp4,
T0::omniweaving_seed0::L1-07_L2-07c_0008__scene_002,T0,L1-07_L2-07c_0008__scene_002,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07c_0008__scene_002.mp4,
T0::omniweaving_seed0::L1-07_L2-07c_0008__scene_007,T0,L1-07_L2-07c_0008__scene_007,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07c_0008__scene_007.mp4,
T0::omniweaving_seed0::L1-07_L2-07c_0012__scene_006,T0,L1-07_L2-07c_0012__scene_006,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07c_0012__scene_006.mp4,
T0::omniweaving_seed0::L1-07_L2-07c_0015__scene_008,T0,L1-07_L2-07c_0015__scene_008,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07c_0015__scene_008.mp4,
T0::omniweaving_seed0::L1-07_L2-07c_0015__scene_011,T0,L1-07_L2-07c_0015__scene_011,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07c_0015__scene_011.mp4,
T0::omniweaving_seed0::L1-07_L2-07d_0006__scene_010,T0,L1-07_L2-07d_0006__scene_010,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07d_0006__scene_010.mp4,
T0::omniweaving_seed0::L1-07_L2-07d_0008__scene_003,T0,L1-07_L2-07d_0008__scene_003,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07d_0008__scene_003.mp4,
T0::omniweaving_seed0::L1-07_L2-07d_0010__scene_005,T0,L1-07_L2-07d_0010__scene_005,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07d_0010__scene_005.mp4,
T0::omniweaving_seed0::L1-07_L2-07d_0013__scene_009,T0,L1-07_L2-07d_0013__scene_009,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-07_L2-07d_0013__scene_009.mp4,
T0::omniweaving_seed0::L1-08_L2-08a_0003__scene_112,T0,L1-08_L2-08a_0003__scene_112,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-08_L2-08a_0003__scene_112.mp4,
T0::omniweaving_seed0::L1-08_L2-08a_0003__scene_114,T0,L1-08_L2-08a_0003__scene_114,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-08_L2-08a_0003__scene_114.mp4,
T0::omniweaving_seed0::L1-08_L2-08b_0001__scene_015,T0,L1-08_L2-08b_0001__scene_015,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-08_L2-08b_0001__scene_015.mp4,
T0::omniweaving_seed0::L1-08_L2-08b_0010__scene_006,T0,L1-08_L2-08b_0010__scene_006,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-08_L2-08b_0010__scene_006.mp4,
T0::omniweaving_seed0::L1-08_L2-08c_0013__scene_001,T0,L1-08_L2-08c_0013__scene_001,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-08_L2-08c_0013__scene_001.mp4,
T0::omniweaving_seed0::L1-08_L2-08d_0001__scene_049,T0,L1-08_L2-08d_0001__scene_049,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-08_L2-08d_0001__scene_049.mp4,
T0::omniweaving_seed0::L1-08_L2-08d_0005__scene_217,T0,L1-08_L2-08d_0005__scene_217,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-08_L2-08d_0005__scene_217.mp4,
T0::omniweaving_seed0::L1-08_L2-08d_0015__scene_039,T0,L1-08_L2-08d_0015__scene_039,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-08_L2-08d_0015__scene_039.mp4,
T0::omniweaving_seed0::L1-08_L2-08d_0015__scene_052,T0,L1-08_L2-08d_0015__scene_052,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-08_L2-08d_0015__scene_052.mp4,
T0::omniweaving_seed0::L1-08_L2-08d_0015__scene_162,T0,L1-08_L2-08d_0015__scene_162,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-08_L2-08d_0015__scene_162.mp4,
T0::omniweaving_seed0::L1-08_L2-08d_0015__scene_221,T0,L1-08_L2-08d_0015__scene_221,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-08_L2-08d_0015__scene_221.mp4,
T0::omniweaving_seed0::L1-08_L2-08d_0015__scene_242,T0,L1-08_L2-08d_0015__scene_242,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-08_L2-08d_0015__scene_242.mp4,
T0::omniweaving_seed0::L1-09_L2-09a_0006__scene_006,T0,L1-09_L2-09a_0006__scene_006,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-09_L2-09a_0006__scene_006.mp4,
T0::omniweaving_seed0::L1-09_L2-09a_0006__scene_018,T0,L1-09_L2-09a_0006__scene_018,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-09_L2-09a_0006__scene_018.mp4,
T0::omniweaving_seed0::L1-09_L2-09b_0013__scene_003,T0,L1-09_L2-09b_0013__scene_003,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-09_L2-09b_0013__scene_003.mp4,
T0::omniweaving_seed0::L1-09_L2-09c_0014__scene_003,T0,L1-09_L2-09c_0014__scene_003,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-09_L2-09c_0014__scene_003.mp4,
T0::omniweaving_seed0::L1-09_L2-09d_0005__scene_013,T0,L1-09_L2-09d_0005__scene_013,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-09_L2-09d_0005__scene_013.mp4,
T0::omniweaving_seed0::L1-09_L2-09e_0012__scene_002,T0,L1-09_L2-09e_0012__scene_002,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-09_L2-09e_0012__scene_002.mp4,
T0::omniweaving_seed0::L1-10_L2-10a_0014__scene_001,T0,L1-10_L2-10a_0014__scene_001,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-10_L2-10a_0014__scene_001.mp4,
T0::omniweaving_seed0::L1-10_L2-10b_0007__scene_002,T0,L1-10_L2-10b_0007__scene_002,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-10_L2-10b_0007__scene_002.mp4,
T0::omniweaving_seed0::L1-10_L2-10c_0014__scene_001,T0,L1-10_L2-10c_0014__scene_001,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-10_L2-10c_0014__scene_001.mp4,
T0::omniweaving_seed0::L1-10_L2-10e_0003__scene_001,T0,L1-10_L2-10e_0003__scene_001,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-10_L2-10e_0003__scene_001.mp4,
T0::omniweaving_seed0::L1-10_L2-10e_0012__scene_001,T0,L1-10_L2-10e_0012__scene_001,omniweaving_seed0,OmniWeaving,open_source,RA-Bench,generated,canonical_reference,media/main/generated/omniweaving_seed0/L1-10_L2-10e_0012__scene_001.mp4,
T0::runway::L1-01_L2-01a_0006__scene_010,T0,L1-01_L2-01a_0006__scene_010,runway,Runway,closed_source,RA-Bench,generated,canonical_reference,media/main/generated/runway/L1-01_L2-01a_0006__scene_010.mp4,
T0::runway::L1-01_L2-01a_0007__scene_006,T0,L1-01_L2-01a_0007__scene_006,runway,Runway,closed_source,RA-Bench,generated,canonical_reference,media/main/generated/runway/L1-01_L2-01a_0007__scene_006.mp4,
T0::runway::L1-01_L2-01a_0007__scene_011,T0,L1-01_L2-01a_0007__scene_011,runway,Runway,closed_source,RA-Bench,generated,canonical_reference,media/main/generated/runway/L1-01_L2-01a_0007__scene_011.mp4,
T0::runway::L1-01_L2-01a_0008__scene_002,T0,L1-01_L2-01a_0008__scene_002,runway,Runway,closed_source,RA-Bench,generated,canonical_reference,media/main/generated/runway/L1-01_L2-01a_0008__scene_002.mp4,
T0::runway::L1-01_L2-01a_0010__scene_029,T0,L1-01_L2-01a_0010__scene_029,runway,Runway,closed_source,RA-Bench,generated,canonical_reference,media/main/generated/runway/L1-01_L2-01a_0010__scene_029.mp4,
T0::runway::L1-01_L2-01a_0010__scene_041,T0,L1-01_L2-01a_0010__scene_041,runway,Runway,closed_source,RA-Bench,generated,canonical_reference,media/main/generated/runway/L1-01_L2-01a_0010__scene_041.mp4,
T0::runway::L1-01_L2-01a_0012__scene_009,T0,L1-01_L2-01a_0012__scene_009,runway,Runway,closed_source,RA-Bench,generated,canonical_reference,media/main/generated/runway/L1-01_L2-01a_0012__scene_009.mp4,
T0::runway::L1-01_L2-01a_0015__scene_010,T0,L1-01_L2-01a_0015__scene_010,runway,Runway,closed_source,RA-Bench,generated,canonical_reference,media/main/generated/runway/L1-01_L2-01a_0015__scene_010.mp4,
T0::runway::L1-01_L2-01b_0005__scene_018,T0,L1-01_L2-01b_0005__scene_018,runway,Runway,closed_source,RA-Bench,generated,canonical_reference,media/main/generated/runway/L1-01_L2-01b_0005__scene_018.mp4,
T0::runway::L1-01_L2-01b_0005__scene_025,T0,L1-01_L2-01b_0005__scene_025,runway,Runway,closed_source,RA-Bench,generated,canonical_reference,media/main/generated/runway/L1-01_L2-01b_0005__scene_025.mp4,
T0::runway::L1-01_L2-01b_0005__scene_030,T0,L1-01_L2-01b_0005__scene_030,runway,Runway,closed_source,RA-Bench,generated,canonical_reference,media/main/generated/runway/L1-01_L2-01b_0005__scene_030.mp4,
T0::runway::L1-01_L2-01b_0010__scene_013,T0,L1-01_L2-01b_0010__scene_013,runway,Runway,closed_source,RA-Bench,generated,canonical_reference,media/main/generated/runway/L1-01_L2-01b_0010__scene_013.mp4,
T0::runway::L1-01_L2-01b_0012__scene_010,T0,L1-01_L2-01b_0012__scene_010,runway,Runway,closed_source,RA-Bench,generated,canonical_reference,media/main/generated/runway/L1-01_L2-01b_0012__scene_010.mp4,
