norm_clip_id,l1_code,l2_code,release_mode,source_url,source_type,rights_review_status,rights_basis,license_text,license_url,attribution_required,attribution_text
L1-02_L2-02d_0002__scene_005,L1-02,L2-02d,media,https://www.dvidshub.net/video/997776/b-roll-spanish-air-force-nh90-helicopter-during-touch-and-go-training-during-exercise-sentry-south-26-2,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0002__scene_008,L1-02,L2-02d,media,https://www.dvidshub.net/video/997776/b-roll-spanish-air-force-nh90-helicopter-during-touch-and-go-training-during-exercise-sentry-south-26-2,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0002__scene_009,L1-02,L2-02d,media,https://www.dvidshub.net/video/997776/b-roll-spanish-air-force-nh90-helicopter-during-touch-and-go-training-during-exercise-sentry-south-26-2,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0002__scene_010,L1-02,L2-02d,media,https://www.dvidshub.net/video/997776/b-roll-spanish-air-force-nh90-helicopter-during-touch-and-go-training-during-exercise-sentry-south-26-2,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0003__scene_001,L1-02,L2-02d,media,https://www.dvidshub.net/video/998318/core26-us-marines-conduct-cold-weather-training-during-arctic-exercise-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0003__scene_002,L1-02,L2-02d,media,https://www.dvidshub.net/video/998318/core26-us-marines-conduct-cold-weather-training-during-arctic-exercise-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0003__scene_003,L1-02,L2-02d,media,https://www.dvidshub.net/video/998318/core26-us-marines-conduct-cold-weather-training-during-arctic-exercise-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0003__scene_004,L1-02,L2-02d,media,https://www.dvidshub.net/video/998318/core26-us-marines-conduct-cold-weather-training-during-arctic-exercise-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0003__scene_005,L1-02,L2-02d,media,https://www.dvidshub.net/video/998318/core26-us-marines-conduct-cold-weather-training-during-arctic-exercise-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0003__scene_006,L1-02,L2-02d,media,https://www.dvidshub.net/video/998318/core26-us-marines-conduct-cold-weather-training-during-arctic-exercise-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0004__scene_003,L1-02,L2-02d,media,https://www.dvidshub.net/video/987579/sasebo-japan-self-defense-forces-parade,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0005__scene_001,L1-02,L2-02d,media,https://www.dvidshub.net/video/967170/broll-saber-guardians-multinational-combined-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0005__scene_002,L1-02,L2-02d,media,https://www.dvidshub.net/video/967170/broll-saber-guardians-multinational-combined-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0005__scene_003,L1-02,L2-02d,media,https://www.dvidshub.net/video/967170/broll-saber-guardians-multinational-combined-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0005__scene_006,L1-02,L2-02d,media,https://www.dvidshub.net/video/967170/broll-saber-guardians-multinational-combined-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0005__scene_009,L1-02,L2-02d,media,https://www.dvidshub.net/video/967170/broll-saber-guardians-multinational-combined-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0005__scene_011,L1-02,L2-02d,media,https://www.dvidshub.net/video/967170/broll-saber-guardians-multinational-combined-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0005__scene_013,L1-02,L2-02d,media,https://www.dvidshub.net/video/967170/broll-saber-guardians-multinational-combined-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0005__scene_014,L1-02,L2-02d,media,https://www.dvidshub.net/video/967170/broll-saber-guardians-multinational-combined-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0005__scene_016,L1-02,L2-02d,media,https://www.dvidshub.net/video/967170/broll-saber-guardians-multinational-combined-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0005__scene_017,L1-02,L2-02d,media,https://www.dvidshub.net/video/967170/broll-saber-guardians-multinational-combined-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0007__scene_002,L1-02,L2-02d,media,https://www.dvidshub.net/video/966525/4-2cr-conduct-urban-readiness-training-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0007__scene_003,L1-02,L2-02d,media,https://www.dvidshub.net/video/966525/4-2cr-conduct-urban-readiness-training-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0007__scene_004,L1-02,L2-02d,media,https://www.dvidshub.net/video/966525/4-2cr-conduct-urban-readiness-training-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0007__scene_005,L1-02,L2-02d,media,https://www.dvidshub.net/video/966525/4-2cr-conduct-urban-readiness-training-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0007__scene_007,L1-02,L2-02d,media,https://www.dvidshub.net/video/966525/4-2cr-conduct-urban-readiness-training-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0007__scene_009,L1-02,L2-02d,media,https://www.dvidshub.net/video/966525/4-2cr-conduct-urban-readiness-training-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0007__scene_011,L1-02,L2-02d,media,https://www.dvidshub.net/video/966525/4-2cr-conduct-urban-readiness-training-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0007__scene_012,L1-02,L2-02d,media,https://www.dvidshub.net/video/966525/4-2cr-conduct-urban-readiness-training-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0007__scene_013,L1-02,L2-02d,media,https://www.dvidshub.net/video/966525/4-2cr-conduct-urban-readiness-training-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_002,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_003,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_004,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_006,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_008,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_010,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_011,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_012,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_014,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_015,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_016,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_017,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_019,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_020,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_021,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0008__scene_022,L1-02,L2-02d,media,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0009__scene_002,L1-02,L2-02d,media,https://www.dvidshub.net/video/966247/immediate-response-25-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0009__scene_003,L1-02,L2-02d,media,https://www.dvidshub.net/video/966247/immediate-response-25-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0009__scene_006,L1-02,L2-02d,media,https://www.dvidshub.net/video/966247/immediate-response-25-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0009__scene_007,L1-02,L2-02d,media,https://www.dvidshub.net/video/966247/immediate-response-25-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0009__scene_009,L1-02,L2-02d,media,https://www.dvidshub.net/video/966247/immediate-response-25-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0009__scene_010,L1-02,L2-02d,media,https://www.dvidshub.net/video/966247/immediate-response-25-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0009__scene_013,L1-02,L2-02d,media,https://www.dvidshub.net/video/966247/immediate-response-25-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0009__scene_014,L1-02,L2-02d,media,https://www.dvidshub.net/video/966247/immediate-response-25-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0009__scene_016,L1-02,L2-02d,media,https://www.dvidshub.net/video/966247/immediate-response-25-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0009__scene_017,L1-02,L2-02d,media,https://www.dvidshub.net/video/966247/immediate-response-25-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0009__scene_018,L1-02,L2-02d,media,https://www.dvidshub.net/video/966247/immediate-response-25-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0009__scene_019,L1-02,L2-02d,media,https://www.dvidshub.net/video/966247/immediate-response-25-live-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0010__scene_003,L1-02,L2-02d,media,https://www.dvidshub.net/video/965953/immediate-response-25-petrochori-greece,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0010__scene_006,L1-02,L2-02d,media,https://www.dvidshub.net/video/965953/immediate-response-25-petrochori-greece,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0010__scene_007,L1-02,L2-02d,media,https://www.dvidshub.net/video/965953/immediate-response-25-petrochori-greece,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0010__scene_009,L1-02,L2-02d,media,https://www.dvidshub.net/video/965953/immediate-response-25-petrochori-greece,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0011__scene_001,L1-02,L2-02d,media,https://www.dvidshub.net/video/965571/b-roll-us-and-ally-partners-conduct-training-alexandroupoli,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0011__scene_002,L1-02,L2-02d,media,https://www.dvidshub.net/video/965571/b-roll-us-and-ally-partners-conduct-training-alexandroupoli,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0011__scene_005,L1-02,L2-02d,media,https://www.dvidshub.net/video/965571/b-roll-us-and-ally-partners-conduct-training-alexandroupoli,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0011__scene_006,L1-02,L2-02d,media,https://www.dvidshub.net/video/965571/b-roll-us-and-ally-partners-conduct-training-alexandroupoli,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0011__scene_008,L1-02,L2-02d,media,https://www.dvidshub.net/video/965571/b-roll-us-and-ally-partners-conduct-training-alexandroupoli,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0011__scene_009,L1-02,L2-02d,media,https://www.dvidshub.net/video/965571/b-roll-us-and-ally-partners-conduct-training-alexandroupoli,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0011__scene_010,L1-02,L2-02d,media,https://www.dvidshub.net/video/965571/b-roll-us-and-ally-partners-conduct-training-alexandroupoli,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0011__scene_011,L1-02,L2-02d,media,https://www.dvidshub.net/video/965571/b-roll-us-and-ally-partners-conduct-training-alexandroupoli,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0011__scene_013,L1-02,L2-02d,media,https://www.dvidshub.net/video/965571/b-roll-us-and-ally-partners-conduct-training-alexandroupoli,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0011__scene_014,L1-02,L2-02d,media,https://www.dvidshub.net/video/965571/b-roll-us-and-ally-partners-conduct-training-alexandroupoli,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0011__scene_015,L1-02,L2-02d,media,https://www.dvidshub.net/video/965571/b-roll-us-and-ally-partners-conduct-training-alexandroupoli,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0011__scene_016,L1-02,L2-02d,media,https://www.dvidshub.net/video/965571/b-roll-us-and-ally-partners-conduct-training-alexandroupoli,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_001,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_003,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_004,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_005,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_007,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_008,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_009,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_010,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_012,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_013,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_014,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_015,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_017,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_018,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_019,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0012__scene_020,L1-02,L2-02d,media,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0013__scene_003,L1-02,L2-02d,media,https://www.dvidshub.net/video/976898/63rd-annual-torrance-armed-forces-day-parade,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_001,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_002,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_003,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_005,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_006,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_007,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_009,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_010,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_011,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_013,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_014,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_015,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_017,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_018,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_019,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_021,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_022,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_023,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_026,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0014__scene_027,L1-02,L2-02d,media,https://www.dvidshub.net/video/962878/b-roll-force-force-training-swift-response-25,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0015__scene_001,L1-02,L2-02d,media,https://www.dvidshub.net/video/945046/parade-celebrates-20-years-nato-restoration-lithuanian-armed-forces,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0015__scene_002,L1-02,L2-02d,media,https://www.dvidshub.net/video/945046/parade-celebrates-20-years-nato-restoration-lithuanian-armed-forces,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0015__scene_003,L1-02,L2-02d,media,https://www.dvidshub.net/video/945046/parade-celebrates-20-years-nato-restoration-lithuanian-armed-forces,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0015__scene_004,L1-02,L2-02d,media,https://www.dvidshub.net/video/945046/parade-celebrates-20-years-nato-restoration-lithuanian-armed-forces,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0015__scene_006,L1-02,L2-02d,media,https://www.dvidshub.net/video/945046/parade-celebrates-20-years-nato-restoration-lithuanian-armed-forces,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0015__scene_007,L1-02,L2-02d,media,https://www.dvidshub.net/video/945046/parade-celebrates-20-years-nato-restoration-lithuanian-armed-forces,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0015__scene_008,L1-02,L2-02d,media,https://www.dvidshub.net/video/945046/parade-celebrates-20-years-nato-restoration-lithuanian-armed-forces,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0015__scene_009,L1-02,L2-02d,media,https://www.dvidshub.net/video/945046/parade-celebrates-20-years-nato-restoration-lithuanian-armed-forces,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0015__scene_011,L1-02,L2-02d,media,https://www.dvidshub.net/video/945046/parade-celebrates-20-years-nato-restoration-lithuanian-armed-forces,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0015__scene_012,L1-02,L2-02d,media,https://www.dvidshub.net/video/945046/parade-celebrates-20-years-nato-restoration-lithuanian-armed-forces,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-02_L2-02d_0015__scene_013,L1-02,L2-02d,media,https://www.dvidshub.net/video/945046/parade-celebrates-20-years-nato-restoration-lithuanian-armed-forces,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-03_L2-03a_0010__scene_004,L1-03,L2-03a,media,https://www.whitehouse.gov/videos/press-secretary-karoline-leavitt-briefs-members-of-the-media-nov-4-2025/,WhiteHouse,public_conditional,commons_free_license,CC BY 3.0,,False,
L1-03_L2-03a_0010__scene_006,L1-03,L2-03a,media,https://www.whitehouse.gov/videos/press-secretary-karoline-leavitt-briefs-members-of-the-media-nov-4-2025/,WhiteHouse,public_conditional,commons_free_license,CC BY 3.0,,False,
L1-03_L2-03a_0010__scene_010,L1-03,L2-03a,media,https://www.whitehouse.gov/videos/press-secretary-karoline-leavitt-briefs-members-of-the-media-nov-4-2025/,WhiteHouse,public_conditional,commons_free_license,CC BY 3.0,,False,
L1-03_L2-03a_0010__scene_017,L1-03,L2-03a,media,https://www.whitehouse.gov/videos/press-secretary-karoline-leavitt-briefs-members-of-the-media-nov-4-2025/,WhiteHouse,public_conditional,commons_free_license,CC BY 3.0,,False,
L1-03_L2-03a_0010__scene_021,L1-03,L2-03a,media,https://www.whitehouse.gov/videos/press-secretary-karoline-leavitt-briefs-members-of-the-media-nov-4-2025/,WhiteHouse,public_conditional,commons_free_license,CC BY 3.0,,False,
L1-03_L2-03a_0010__scene_036,L1-03,L2-03a,media,https://www.whitehouse.gov/videos/press-secretary-karoline-leavitt-briefs-members-of-the-media-nov-4-2025/,WhiteHouse,public_conditional,commons_free_license,CC BY 3.0,,False,
L1-03_L2-03a_0010__scene_064,L1-03,L2-03a,media,https://www.whitehouse.gov/videos/press-secretary-karoline-leavitt-briefs-members-of-the-media-nov-4-2025/,WhiteHouse,public_conditional,commons_free_license,CC BY 3.0,,False,
L1-03_L2-03a_0010__scene_068,L1-03,L2-03a,media,https://www.whitehouse.gov/videos/press-secretary-karoline-leavitt-briefs-members-of-the-media-nov-4-2025/,WhiteHouse,public_conditional,commons_free_license,CC BY 3.0,,False,
