item_id,norm_clip_id,source_key,source_name,source_family,generated_media_path,paired_real_release_mode,paired_real_media_path,paired_real_source_url,stage1_assigned_reviewers,stage1_real_judgments,stage2_assigned_reviewers,stage2_real_judgments,all_five_judged_real
kling_v3::L1-02_L2-02a_0011__scene_005,L1-02_L2-02a_0011__scene_005,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02a_0011__scene_005.mp4,media,media/main/real/L1-02/L1-02_L2-02a_0011__scene_005.mp4,https://www.dvidshub.net/video/1292/3-1-marines-fallujah,3,3,2,2,True
kling_v3::L1-02_L2-02a_0011__scene_017,L1-02_L2-02a_0011__scene_017,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02a_0011__scene_017.mp4,media,media/main/real/L1-02/L1-02_L2-02a_0011__scene_017.mp4,https://www.dvidshub.net/video/1292/3-1-marines-fallujah,3,3,2,2,True
kling_v3::L1-02_L2-02a_0011__scene_031,L1-02_L2-02a_0011__scene_031,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02a_0011__scene_031.mp4,media,media/main/real/L1-02/L1-02_L2-02a_0011__scene_031.mp4,https://www.dvidshub.net/video/1292/3-1-marines-fallujah,3,3,2,2,True
kling_v3::L1-02_L2-02a_0012__scene_003,L1-02_L2-02a_0012__scene_003,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02a_0012__scene_003.mp4,media,media/main/real/L1-02/L1-02_L2-02a_0012__scene_003.mp4,https://www.dvidshub.net/video/301796/operation-phantom-fury-combat-footage-fallujah-marine-house-searches,3,3,2,2,True
kling_v3::L1-02_L2-02a_0013__scene_010,L1-02_L2-02a_0013__scene_010,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02a_0013__scene_010.mp4,media,media/main/real/L1-02/L1-02_L2-02a_0013__scene_010.mp4,https://www.dvidshub.net/video/301797/operation-phantom-fury-combat-footage-fallujah-rooftop-fighting-breaching-night-fighting,3,3,2,2,True
kling_v3::L1-02_L2-02a_0014__scene_005,L1-02_L2-02a_0014__scene_005,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02a_0014__scene_005.mp4,media,media/main/real/L1-02/L1-02_L2-02a_0014__scene_005.mp4,https://www.dvidshub.net/video/301800/operation-phantom-fury-combat-footage-marines-and-tanks-fallujah,3,3,2,2,True
kling_v3::L1-02_L2-02b_0005__scene_003,L1-02_L2-02b_0005__scene_003,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02b_0005__scene_003.mp4,media,media/main/real/L1-02/L1-02_L2-02b_0005__scene_003.mp4,https://www.dvidshub.net/video/936137/mk21a-launch-b-roll-package,3,3,2,2,True
kling_v3::L1-02_L2-02b_0008__scene_010,L1-02_L2-02b_0008__scene_010,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02b_0008__scene_010.mp4,media,media/main/real/L1-02/L1-02_L2-02b_0008__scene_010.mp4,https://www.dvidshub.net/video/858956/aim-9x-sidewinder-live-fire-missile-exercise-b-roll,3,3,2,2,True
kling_v3::L1-02_L2-02c_0003__scene_003,L1-02_L2-02c_0003__scene_003,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02c_0003__scene_003.mp4,media,media/main/real/L1-02/L1-02_L2-02c_0003__scene_003.mp4,https://www.dvidshub.net/video/985972/1st-maw-holds-elephant-walk-mcas-futenma,3,3,2,2,True
kling_v3::L1-02_L2-02c_0003__scene_013,L1-02_L2-02c_0003__scene_013,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02c_0003__scene_013.mp4,media,media/main/real/L1-02/L1-02_L2-02c_0003__scene_013.mp4,https://www.dvidshub.net/video/985972/1st-maw-holds-elephant-walk-mcas-futenma,3,3,2,2,True
kling_v3::L1-02_L2-02c_0009__scene_011,L1-02_L2-02c_0009__scene_011,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02c_0009__scene_011.mp4,media,media/main/real/L1-02/L1-02_L2-02c_0009__scene_011.mp4,https://www.dvidshub.net/video/955407/navy-super-hornets-fly-formation-over-uscentcom-aor-stringer,3,3,2,2,True
kling_v3::L1-02_L2-02c_0010__scene_005,L1-02_L2-02c_0010__scene_005,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02c_0010__scene_005.mp4,media,media/main/real/L1-02/L1-02_L2-02c_0010__scene_005.mp4,https://www.dvidshub.net/video/952156/us-jasdf-and-raaf-aircraft-fly-formation-during-cn25,3,3,2,2,True
kling_v3::L1-02_L2-02c_0015__scene_002,L1-02_L2-02c_0015__scene_002,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02c_0015__scene_002.mp4,media,media/main/real/L1-02/L1-02_L2-02c_0015__scene_002.mp4,https://www.dvidshub.net/video/902724/dwight-d-eisenhower-and-gerald-r-ford-csgs-sail-formation-mediterranean-sea,3,3,2,2,True
kling_v3::L1-02_L2-02d_0001__scene_003,L1-02_L2-02d_0001__scene_003,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02d_0001__scene_003.mp4,media,media/main/real/L1-02/L1-02_L2-02d_0001__scene_003.mp4,https://www.dvidshub.net/video/998309/b-roll-task-force-ashland-conducts-counter-landing-defense-during-exercise-cobra-gold-2026,3,3,2,2,True
kling_v3::L1-02_L2-02d_0002__scene_010,L1-02_L2-02d_0002__scene_010,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02d_0002__scene_010.mp4,media,media/main/real/L1-02/L1-02_L2-02d_0002__scene_010.mp4,https://www.dvidshub.net/video/997776/b-roll-spanish-air-force-nh90-helicopter-during-touch-and-go-training-during-exercise-sentry-south-26-2,3,3,2,2,True
kling_v3::L1-02_L2-02d_0003__scene_003,L1-02_L2-02d_0003__scene_003,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02d_0003__scene_003.mp4,media,media/main/real/L1-02/L1-02_L2-02d_0003__scene_003.mp4,https://www.dvidshub.net/video/998318/core26-us-marines-conduct-cold-weather-training-during-arctic-exercise-b-roll,3,3,2,2,True
kling_v3::L1-02_L2-02d_0007__scene_013,L1-02_L2-02d_0007__scene_013,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02d_0007__scene_013.mp4,media,media/main/real/L1-02/L1-02_L2-02d_0007__scene_013.mp4,https://www.dvidshub.net/video/966525/4-2cr-conduct-urban-readiness-training-saber-guardian-25,3,3,2,2,True
kling_v3::L1-02_L2-02d_0008__scene_006,L1-02_L2-02d_0008__scene_006,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02d_0008__scene_006.mp4,media,media/main/real/L1-02/L1-02_L2-02d_0008__scene_006.mp4,https://www.dvidshub.net/video/965885/us-soldiers-rehearse-saber-guardian-25,3,3,2,2,True
kling_v3::L1-02_L2-02d_0009__scene_003,L1-02_L2-02d_0009__scene_003,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02d_0009__scene_003.mp4,media,media/main/real/L1-02/L1-02_L2-02d_0009__scene_003.mp4,https://www.dvidshub.net/video/966247/immediate-response-25-live-fire-exercise,3,3,2,2,True
kling_v3::L1-02_L2-02d_0009__scene_010,L1-02_L2-02d_0009__scene_010,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02d_0009__scene_010.mp4,media,media/main/real/L1-02/L1-02_L2-02d_0009__scene_010.mp4,https://www.dvidshub.net/video/966247/immediate-response-25-live-fire-exercise,3,3,2,2,True
kling_v3::L1-02_L2-02d_0012__scene_017,L1-02_L2-02d_0012__scene_017,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02d_0012__scene_017.mp4,media,media/main/real/L1-02/L1-02_L2-02d_0012__scene_017.mp4,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,3,3,2,2,True
kling_v3::L1-02_L2-02d_0012__scene_020,L1-02_L2-02d_0012__scene_020,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-02_L2-02d_0012__scene_020.mp4,media,media/main/real/L1-02/L1-02_L2-02d_0012__scene_020.mp4,https://www.dvidshub.net/video/963299/swift-response-25-sky-soldiers-conduct-blank-fire-exercise,3,3,2,2,True
kling_v3::L1-03_L2-03a_0011__scene_055,L1-03_L2-03a_0011__scene_055,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-03_L2-03a_0011__scene_055.mp4,media,media/main/real/L1-03/L1-03_L2-03a_0011__scene_055.mp4,https://www.whitehouse.gov/videos/press-secretary-karoline-leavitt-briefs-members-of-the-media-oct-23-2025/,3,3,2,2,True
kling_v3::L1-03_L2-03b_0007__scene_002,L1-03_L2-03b_0007__scene_002,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-03_L2-03b_0007__scene_002.mp4,media,media/main/real/L1-03/L1-03_L2-03b_0007__scene_002.mp4,https://multimedia.europarl.europa.eu/en/video/four-years-of-russias-war-of-aggression-against-ukraine-and-european-contributions-to-a-just-peace-and-sustained-security-for-ukraine-meps-debate_I285177,3,3,2,2,True
kling_v3::L1-03_L2-03b_0007__scene_066,L1-03_L2-03b_0007__scene_066,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-03_L2-03b_0007__scene_066.mp4,media,media/main/real/L1-03/L1-03_L2-03b_0007__scene_066.mp4,https://multimedia.europarl.europa.eu/en/video/four-years-of-russias-war-of-aggression-against-ukraine-and-european-contributions-to-a-just-peace-and-sustained-security-for-ukraine-meps-debate_I285177,3,3,2,2,True
kling_v3::L1-03_L2-03b_0009__scene_002,L1-03_L2-03b_0009__scene_002,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-03_L2-03b_0009__scene_002.mp4,media,media/main/real/L1-03/L1-03_L2-03b_0009__scene_002.mp4,https://multimedia.europarl.europa.eu/en/video/four-years-of-russias-war-of-aggression-against-ukraine-and-european-contributions-to-a-just-peace-and-sustained-security-for-ukraine-one-round-of-political-group-leaders_I285499,3,3,2,2,True
kling_v3::L1-03_L2-03b_0009__scene_009,L1-03_L2-03b_0009__scene_009,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-03_L2-03b_0009__scene_009.mp4,media,media/main/real/L1-03/L1-03_L2-03b_0009__scene_009.mp4,https://multimedia.europarl.europa.eu/en/video/four-years-of-russias-war-of-aggression-against-ukraine-and-european-contributions-to-a-just-peace-and-sustained-security-for-ukraine-one-round-of-political-group-leaders_I285499,3,3,2,2,True
kling_v3::L1-03_L2-03b_0009__scene_066,L1-03_L2-03b_0009__scene_066,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-03_L2-03b_0009__scene_066.mp4,media,media/main/real/L1-03/L1-03_L2-03b_0009__scene_066.mp4,https://multimedia.europarl.europa.eu/en/video/four-years-of-russias-war-of-aggression-against-ukraine-and-european-contributions-to-a-just-peace-and-sustained-security-for-ukraine-one-round-of-political-group-leaders_I285499,3,3,2,2,True
kling_v3::L1-03_L2-03c_0003__scene_021,L1-03_L2-03c_0003__scene_021,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-03_L2-03c_0003__scene_021.mp4,media,media/main/real/L1-03/L1-03_L2-03c_0003__scene_021.mp4,https://multimedia.europarl.europa.eu/en/video/four-years-of-russias-war-of-aggression-against-ukraine-and-european-contributions-to-a-just-peace-and-sustained-security-for-ukraine-statement-by-volodymyr-zelenskyy-president-of-ukraine-remote_I285249,3,3,2,2,True
kling_v3::L1-03_L2-03d_0001__scene_010,L1-03_L2-03d_0001__scene_010,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-03_L2-03d_0001__scene_010.mp4,media,media/main/real/L1-03/L1-03_L2-03d_0001__scene_010.mp4,https://multimedia.europarl.europa.eu/en/video/roberta-metsola-ep-president-meets-with-rob-jetten-dutch-prime-minister-arrival-welcome-and-roundtable_I285760,3,3,2,2,True
kling_v3::L1-03_L2-03d_0001__scene_011,L1-03_L2-03d_0001__scene_011,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-03_L2-03d_0001__scene_011.mp4,media,media/main/real/L1-03/L1-03_L2-03d_0001__scene_011.mp4,https://multimedia.europarl.europa.eu/en/video/roberta-metsola-ep-president-meets-with-rob-jetten-dutch-prime-minister-arrival-welcome-and-roundtable_I285760,3,3,2,2,True
kling_v3::L1-03_L2-03d_0006__scene_036,L1-03_L2-03d_0006__scene_036,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-03_L2-03d_0006__scene_036.mp4,media,media/main/real/L1-03/L1-03_L2-03d_0006__scene_036.mp4,https://www.whitehouse.gov/videos/president-trump-and-the-first-lady-participate-in-a-dinner-with-the-crown-prince-of-saudi-arabia/,3,3,2,2,True
kling_v3::L1-03_L2-03d_0014__scene_016,L1-03_L2-03d_0014__scene_016,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-03_L2-03d_0014__scene_016.mp4,media,media/main/real/L1-03/L1-03_L2-03d_0014__scene_016.mp4,https://www.whitehouse.gov/videos/president-trump-participates-in-a-nato-family-photo/,3,3,2,2,True
kling_v3::L1-04_L2-04a_0001__scene_008,L1-04_L2-04a_0001__scene_008,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-04_L2-04a_0001__scene_008.mp4,media,media/main/real/L1-04/L1-04_L2-04a_0001__scene_008.mp4,https://www.dvidshub.net/video/994879/alabama-national-guard-continues-prescence-patrol-during-dc-safe-mission,3,3,2,2,True
kling_v3::L1-04_L2-04a_0007__scene_002,L1-04_L2-04a_0007__scene_002,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-04_L2-04a_0007__scene_002.mp4,media,media/main/real/L1-04/L1-04_L2-04a_0007__scene_002.mp4,https://www.dvidshub.net/video/968080/b-roll-california-national-guard-supports-security-operations-los-angeles,3,3,2,2,True
kling_v3::L1-04_L2-04a_0008__scene_002,L1-04_L2-04a_0008__scene_002,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-04_L2-04a_0008__scene_002.mp4,media,media/main/real/L1-04/L1-04_L2-04a_0008__scene_002.mp4,https://www.dvidshub.net/video/949348/california-army-national-guard-supports-local-law-enforcement-during-la-wildfires,3,3,2,2,True
kling_v3::L1-04_L2-04a_0010__scene_001,L1-04_L2-04a_0010__scene_001,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-04_L2-04a_0010__scene_001.mp4,media,media/main/real/L1-04/L1-04_L2-04a_0010__scene_001.mp4,https://www.dvidshub.net/video/792081/minnesota-guardsmen-provide-security-brooklyn-center-police-department,3,3,2,2,True
kling_v3::L1-04_L2-04a_0011__scene_004,L1-04_L2-04a_0011__scene_004,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-04_L2-04a_0011__scene_004.mp4,media,media/main/real/L1-04/L1-04_L2-04a_0011__scene_004.mp4,https://www.dvidshub.net/video/781567/cal-guard-sacramento-during-2021-inauguration,3,3,2,2,True
kling_v3::L1-04_L2-04a_0011__scene_005,L1-04_L2-04a_0011__scene_005,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-04_L2-04a_0011__scene_005.mp4,media,media/main/real/L1-04/L1-04_L2-04a_0011__scene_005.mp4,https://www.dvidshub.net/video/781567/cal-guard-sacramento-during-2021-inauguration,3,3,2,2,True
kling_v3::L1-04_L2-04a_0013__scene_010,L1-04_L2-04a_0013__scene_010,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-04_L2-04a_0013__scene_010.mp4,media,media/main/real/L1-04/L1-04_L2-04a_0013__scene_010.mp4,https://www.dvidshub.net/video/756806/cal-guard-supports-sacramento-peace-officers-during-civil-unrest,3,3,2,2,True
kling_v3::L1-04_L2-04b_0016__scene_004,L1-04_L2-04b_0016__scene_004,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-04_L2-04b_0016__scene_004.mp4,url_only,,https://www.youtube.com/watch?v=MbspKeMop6g,3,3,2,2,True
kling_v3::L1-04_L2-04b_0016__scene_014,L1-04_L2-04b_0016__scene_014,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-04_L2-04b_0016__scene_014.mp4,url_only,,https://www.youtube.com/watch?v=MbspKeMop6g,3,3,2,2,True
kling_v3::L1-04_L2-04b_0024__scene_002,L1-04_L2-04b_0024__scene_002,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-04_L2-04b_0024__scene_002.mp4,url_only,,https://www.youtube.com/watch?v=YeIlPx5ausg,3,3,2,2,True
kling_v3::L1-04_L2-04c_0001__scene_004,L1-04_L2-04c_0001__scene_004,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-04_L2-04c_0001__scene_004.mp4,media,media/main/real/L1-04/L1-04_L2-04c_0001__scene_004.mp4,https://www.dvidshub.net/video/998358/146-aes-conductsaeromedical-evacuation-exercise-with-139-aw-c-130-hercules-missouri-ang,3,3,2,2,True
kling_v3::L1-04_L2-04d_0011__scene_016,L1-04_L2-04d_0011__scene_016,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-04_L2-04d_0011__scene_016.mp4,media,media/main/real/L1-04/L1-04_L2-04d_0011__scene_016.mp4,https://www.dvidshub.net/video/952285/usar-k9-dogs-conduct-search-missions-pacific-palisades,3,3,2,2,True
kling_v3::L1-04_L2-04d_0011__scene_031,L1-04_L2-04d_0011__scene_031,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-04_L2-04d_0011__scene_031.mp4,media,media/main/real/L1-04/L1-04_L2-04d_0011__scene_031.mp4,https://www.dvidshub.net/video/952285/usar-k9-dogs-conduct-search-missions-pacific-palisades,3,3,2,2,True
kling_v3::L1-04_L2-04d_0011__scene_036,L1-04_L2-04d_0011__scene_036,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-04_L2-04d_0011__scene_036.mp4,media,media/main/real/L1-04/L1-04_L2-04d_0011__scene_036.mp4,https://www.dvidshub.net/video/952285/usar-k9-dogs-conduct-search-missions-pacific-palisades,3,3,2,2,True
kling_v3::L1-04_L2-04d_0014__scene_023,L1-04_L2-04d_0014__scene_023,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-04_L2-04d_0014__scene_023.mp4,media,media/main/real/L1-04/L1-04_L2-04d_0014__scene_023.mp4,https://www.dvidshub.net/video/936318/pp24-2-phl-urban-search-and-rescue,3,3,2,2,True
kling_v3::L1-05_L2-05a_0013__scene_012,L1-05_L2-05a_0013__scene_012,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05a_0013__scene_012.mp4,url_only,,https://www.youtube.com/watch?v=VO8HdzYa6f4,3,3,2,2,True
kling_v3::L1-05_L2-05a_0013__scene_019,L1-05_L2-05a_0013__scene_019,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05a_0013__scene_019.mp4,url_only,,https://www.youtube.com/watch?v=VO8HdzYa6f4,3,3,2,2,True
kling_v3::L1-05_L2-05a_0015__scene_006,L1-05_L2-05a_0015__scene_006,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05a_0015__scene_006.mp4,url_only,,https://www.youtube.com/watch?v=TzNX5tJ-OcU,3,3,2,2,True
kling_v3::L1-05_L2-05a_0015__scene_012,L1-05_L2-05a_0015__scene_012,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05a_0015__scene_012.mp4,url_only,,https://www.youtube.com/watch?v=TzNX5tJ-OcU,3,3,2,2,True
kling_v3::L1-05_L2-05a_0016__scene_023,L1-05_L2-05a_0016__scene_023,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05a_0016__scene_023.mp4,url_only,,https://www.youtube.com/watch?v=XKfF_CLANNU,3,3,2,2,True
kling_v3::L1-05_L2-05a_0016__scene_025,L1-05_L2-05a_0016__scene_025,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05a_0016__scene_025.mp4,url_only,,https://www.youtube.com/watch?v=XKfF_CLANNU,3,3,2,2,True
kling_v3::L1-05_L2-05a_0019__scene_004,L1-05_L2-05a_0019__scene_004,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05a_0019__scene_004.mp4,url_only,,https://www.youtube.com/watch?v=3TA8VWF2O8k,3,3,2,2,True
kling_v3::L1-05_L2-05a_0020__scene_006,L1-05_L2-05a_0020__scene_006,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05a_0020__scene_006.mp4,url_only,,https://www.youtube.com/watch?v=JpkRK9o8SSo,3,3,2,2,True
kling_v3::L1-05_L2-05a_0020__scene_010,L1-05_L2-05a_0020__scene_010,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05a_0020__scene_010.mp4,url_only,,https://www.youtube.com/watch?v=JpkRK9o8SSo,3,3,2,2,True
kling_v3::L1-05_L2-05a_0020__scene_011,L1-05_L2-05a_0020__scene_011,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05a_0020__scene_011.mp4,url_only,,https://www.youtube.com/watch?v=JpkRK9o8SSo,3,3,2,2,True
kling_v3::L1-05_L2-05a_0020__scene_014,L1-05_L2-05a_0020__scene_014,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05a_0020__scene_014.mp4,url_only,,https://www.youtube.com/watch?v=JpkRK9o8SSo,3,3,2,2,True
kling_v3::L1-05_L2-05a_0022__scene_008,L1-05_L2-05a_0022__scene_008,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05a_0022__scene_008.mp4,url_only,,https://www.youtube.com/watch?v=Tmu8y7ZPLnU,3,3,2,2,True
kling_v3::L1-05_L2-05a_0022__scene_009,L1-05_L2-05a_0022__scene_009,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05a_0022__scene_009.mp4,url_only,,https://www.youtube.com/watch?v=Tmu8y7ZPLnU,3,3,2,2,True
kling_v3::L1-05_L2-05a_0022__scene_014,L1-05_L2-05a_0022__scene_014,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05a_0022__scene_014.mp4,url_only,,https://www.youtube.com/watch?v=Tmu8y7ZPLnU,3,3,2,2,True
kling_v3::L1-05_L2-05c_0015__scene_005,L1-05_L2-05c_0015__scene_005,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05c_0015__scene_005.mp4,url_only,,https://www.youtube.com/watch?v=hGj_zvoIQ7w,3,3,2,2,True
kling_v3::L1-05_L2-05d_0014__scene_003,L1-05_L2-05d_0014__scene_003,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05d_0014__scene_003.mp4,url_only,,https://www.youtube.com/watch?v=O0bZtjXQHms,3,3,2,2,True
kling_v3::L1-05_L2-05d_0014__scene_004,L1-05_L2-05d_0014__scene_004,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05d_0014__scene_004.mp4,url_only,,https://www.youtube.com/watch?v=O0bZtjXQHms,3,3,2,2,True
kling_v3::L1-05_L2-05e_0015__scene_006,L1-05_L2-05e_0015__scene_006,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05e_0015__scene_006.mp4,url_only,,https://www.youtube.com/watch?v=OGyAXbVH8Qs,3,3,2,2,True
kling_v3::L1-05_L2-05e_0016__scene_014,L1-05_L2-05e_0016__scene_014,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05e_0016__scene_014.mp4,url_only,,https://www.youtube.com/watch?v=aeJKqojmHgY,3,3,2,2,True
kling_v3::L1-05_L2-05e_0025__scene_008,L1-05_L2-05e_0025__scene_008,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05e_0025__scene_008.mp4,url_only,,https://www.youtube.com/watch?v=qCbtWKa4m1Q,3,3,2,2,True
kling_v3::L1-05_L2-05e_0025__scene_015,L1-05_L2-05e_0025__scene_015,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05e_0025__scene_015.mp4,url_only,,https://www.youtube.com/watch?v=qCbtWKa4m1Q,3,3,2,2,True
kling_v3::L1-05_L2-05e_0025__scene_020,L1-05_L2-05e_0025__scene_020,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-05_L2-05e_0025__scene_020.mp4,url_only,,https://www.youtube.com/watch?v=qCbtWKa4m1Q,3,3,2,2,True
kling_v3::L1-06_L2-06a_0001__scene_005,L1-06_L2-06a_0001__scene_005,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-06_L2-06a_0001__scene_005.mp4,url_only,,https://www.youtube.com/watch?v=mKjg9CARIFQ,3,3,2,2,True
kling_v3::L1-06_L2-06a_0001__scene_010,L1-06_L2-06a_0001__scene_010,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-06_L2-06a_0001__scene_010.mp4,url_only,,https://www.youtube.com/watch?v=mKjg9CARIFQ,3,3,2,2,True
kling_v3::L1-06_L2-06a_0004__scene_008,L1-06_L2-06a_0004__scene_008,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-06_L2-06a_0004__scene_008.mp4,url_only,,https://www.youtube.com/watch?v=HWt76-ji1Kc,3,3,2,2,True
kling_v3::L1-06_L2-06a_0006__scene_003,L1-06_L2-06a_0006__scene_003,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-06_L2-06a_0006__scene_003.mp4,url_only,,https://www.youtube.com/watch?v=faus3Ff9deQ,3,3,2,2,True
kling_v3::L1-06_L2-06a_0006__scene_008,L1-06_L2-06a_0006__scene_008,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-06_L2-06a_0006__scene_008.mp4,url_only,,https://www.youtube.com/watch?v=faus3Ff9deQ,3,3,2,2,True
kling_v3::L1-06_L2-06a_0008__scene_001,L1-06_L2-06a_0008__scene_001,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-06_L2-06a_0008__scene_001.mp4,url_only,,https://www.youtube.com/watch?v=AN3h9Qcjxn4,3,3,2,2,True
kling_v3::L1-06_L2-06a_0011__scene_004,L1-06_L2-06a_0011__scene_004,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-06_L2-06a_0011__scene_004.mp4,url_only,,https://www.youtube.com/watch?v=RWTsRcHkcis,3,3,2,2,True
kling_v3::L1-06_L2-06c_0006__scene_007,L1-06_L2-06c_0006__scene_007,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-06_L2-06c_0006__scene_007.mp4,url_only,,https://www.youtube.com/watch?v=9smwQFJB680,3,3,2,2,True
kling_v3::L1-06_L2-06c_0008__scene_009,L1-06_L2-06c_0008__scene_009,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-06_L2-06c_0008__scene_009.mp4,url_only,,https://www.youtube.com/watch?v=dJ5F2xpmt-Q,3,3,2,2,True
kling_v3::L1-06_L2-06c_0008__scene_012,L1-06_L2-06c_0008__scene_012,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-06_L2-06c_0008__scene_012.mp4,url_only,,https://www.youtube.com/watch?v=dJ5F2xpmt-Q,3,3,2,2,True
kling_v3::L1-06_L2-06c_0008__scene_025,L1-06_L2-06c_0008__scene_025,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-06_L2-06c_0008__scene_025.mp4,url_only,,https://www.youtube.com/watch?v=dJ5F2xpmt-Q,3,3,2,2,True
kling_v3::L1-06_L2-06c_0010__scene_010,L1-06_L2-06c_0010__scene_010,kling_v3,Kling,closed_source,media/main/generated/kling_v3/L1-06_L2-06c_0010__scene_010.mp4,url_only,,https://www.youtube.com/watch?v=rxZj21ZKa2k,3,3,2,2,True
